TxnDate,AccountNumber,AccountName,Debit,Credit,Currency
2024-01-29,1200,Inventory,0.0,641.95,USD
2024-01-29,1010,Cash,1681.45,0.0,USD
2024-01-29,1100,Accounts Receivable,0.0,1681.45,USD
2024-01-30,1010,Cash,994.69,0.0,USD
2024-01-30,4001,Revenue,0.0,918.88,USD
2024-01-30,2200,Sales Tax Payable,0.0,75.81,USD
2024-01-30,5000,Cost of Goods Sold,554.59,0.0,USD
2024-01-30,1200,Inventory,0.0,554.59,USD
2024-01-30,1010,Cash,1781.92,0.0,USD
2024-01-30,4001,Revenue,0.0,1646.12,USD
2024-01-30,2200,Sales Tax Payable,0.0,135.8,USD
2024-01-30,5000,Cost of Goods Sold,1019.61,0.0,USD
2024-01-30,1200,Inventory,0.0,1019.61,USD
2024-01-30,1010,Cash,1025.46,0.0,USD
2024-01-30,1100,Accounts Receivable,0.0,1025.46,USD
2024-01-30,6600,Marketing Expense,851.43,0.0,USD
2024-01-30,1010,Cash,0.0,851.43,USD
2024-01-31,1010,Cash,1662.72,0.0,USD
2024-01-31,4001,Revenue,0.0,1536.0,USD
2024-01-31,2200,Sales Tax Payable,0.0,126.72,USD
2024-01-31,5000,Cost of Goods Sold,822.56,0.0,USD
2024-01-31,1200,Inventory,0.0,822.56,USD
2024-01-31,1010,Cash,1314.19,0.0,USD
2024-01-31,4001,Revenue,0.0,1214.03,USD
2024-01-31,2200,Sales Tax Payable,0.0,100.16,USD
2024-01-31,5000,Cost of Goods Sold,691.17,0.0,USD
2024-01-31,1200,Inventory,0.0,691.17,USD
2024-01-31,1010,Cash,1581.1,0.0,USD
2024-01-31,4001,Revenue,0.0,1460.6,USD
2024-01-31,2200,Sales Tax Payable,0.0,120.5,USD
2024-01-31,5000,Cost of Goods Sold,857.99,0.0,USD
2024-01-31,1200,Inventory,0.0,857.99,USD
2024-01-31,1200,Inventory,569.91,0.0,USD
2024-01-31,2000,Accounts Payable,0.0,569.91,USD
2024-02-01,6500,Office Supplies Expense,152.84,0.0,USD
2024-02-01,1010,Cash,0.0,152.84,USD
2024-02-02,1100,Accounts Receivable,723.49,0.0,USD
2024-02-02,4001,Revenue,0.0,668.35,USD
2024-02-02,2200,Sales Tax Payable,0.0,55.14,USD
2024-02-02,5000,Cost of Goods Sold,381.71,0.0,USD
2024-02-02,1200,Inventory,0.0,381.71,USD
2024-02-05,1010,Cash,2145.8,0.0,USD
2024-02-05,4001,Revenue,0.0,1982.26,USD
2024-02-05,2200,Sales Tax Payable,0.0,163.54,USD
2024-02-05,5000,Cost of Goods Sold,1224.6,0.0,USD
2024-02-05,1200,Inventory,0.0,1224.6,USD
2024-02-05,1010,Cash,678.65,0.0,USD
2024-02-05,4010,Service Revenue,0.0,678.65,USD
2024-02-05,6500,Office Supplies Expense,194.78,0.0,USD
2024-02-05,1010,Cash,0.0,194.78,USD
2024-02-06,1010,Cash,1941.98,0.0,USD
2024-02-06,4001,Revenue,0.0,1793.98,USD
2024-02-06,2200,Sales Tax Payable,0.0,148.0,USD
2024-02-06,5000,Cost of Goods Sold,1034.39,0.0,USD
2024-02-06,1200,Inventory,0.0,1034.39,USD
2024-02-06,1010,Cash,389.83,0.0,USD
2024-02-06,4010,Service Revenue,0.0,389.83,USD
2024-02-07,1010,Cash,603.76,0.0,USD
2024-02-07,4010,Service Revenue,0.0,603.76,USD
2024-02-07,1200,Inventory,625.62,0.0,USD
2024-02-07,1010,Cash,0.0,625.62,USD
2024-02-07,2000,Accounts Payable,1761.37,0.0,USD
2024-02-07,1010,Cash,0.0,1761.37,USD
2024-02-08,1010,Cash,743.19,0.0,USD
2024-02-08,4001,Revenue,0.0,686.55,USD
2024-02-08,2200,Sales Tax Payable,0.0,56.64,USD
2024-02-08,5000,Cost of Goods Sold,405.5,0.0,USD
2024-02-08,1200,Inventory,0.0,405.5,USD
2024-02-09,1010,Cash,2680.13,0.0,USD
2024-02-09,4010,Service Revenue,0.0,2680.13,USD
2024-02-12,1010,Cash,3147.76,0.0,USD
2024-02-12,4001,Revenue,0.0,2907.86,USD
2024-02-12,2200,Sales Tax Payable,0.0,239.9,USD
2024-02-12,5000,Cost of Goods Sold,1702.56,0.0,USD
2024-02-12,1200,Inventory,0.0,1702.56,USD
2024-02-12,1010,Cash,742.77,0.0,USD
2024-02-12,4001,Revenue,0.0,686.16,USD
2024-02-12,2200,Sales Tax Payable,0.0,56.61,USD
2024-02-12,5000,Cost of Goods Sold,400.87,0.0,USD
2024-02-12,1200,Inventory,0.0,400.87,USD
2024-02-12,1010,Cash,824.26,0.0,USD
2024-02-12,1100,Accounts Receivable,0.0,824.26,USD
2024-02-13,1100,Accounts Receivable,2062.11,0.0,USD
2024-02-13,4001,Revenue,0.0,1904.95,USD
2024-02-13,2200,Sales Tax Payable,0.0,157.16,USD
2024-02-13,5000,Cost of Goods Sold,1171.19,0.0,USD
2024-02-13,1200,Inventory,0.0,1171.19,USD
2024-02-13,1010,Cash,1309.87,0.0,USD
2024-02-13,1100,Accounts Receivable,0.0,1309.87,USD
2024-02-13,1200,Inventory,848.42,0.0,USD
2024-02-13,2000,Accounts Payable,0.0,848.42,USD
2024-02-13,6600,Marketing Expense,261.52,0.0,USD
2024-02-13,1010,Cash,0.0,261.52,USD
2024-02-14,1010,Cash,1940.46,0.0,USD
2024-02-14,4001,Revenue,0.0,1792.57,USD
2024-02-14,2200,Sales Tax Payable,0.0,147.89,USD
2024-02-14,5000,Cost of Goods Sold,1054.29,0.0,USD
2024-02-14,1200,Inventory,0.0,1054.29,USD
2024-02-14,2000,Accounts Payable,1109.48,0.0,USD
2024-02-14,1010,Cash,0.0,1109.48,USD
2024-02-15,1100,Accounts Receivable,562.15,0.0,USD
2024-02-15,4010,Service Revenue,0.0,562.15,USD
2024-02-15,1010,Cash,888.87,0.0,USD
2024-02-15,4001,Revenue,0.0,821.13,USD
2024-02-15,2200,Sales Tax Payable,0.0,67.74,USD
2024-02-15,5000,Cost of Goods Sold,477.67,0.0,USD
2024-02-15,1200,Inventory,0.0,477.67,USD
2024-02-19,1010,Cash,1375.42,0.0,USD
2024-02-19,4001,Revenue,0.0,1270.6,USD
2024-02-19,2200,Sales Tax Payable,0.0,104.82,USD
2024-02-19,5000,Cost of Goods Sold,801.66,0.0,USD
2024-02-19,1200,Inventory,0.0,801.66,USD
2024-02-19,1010,Cash,1505.66,0.0,USD
2024-02-19,4001,Revenue,0.0,1390.91,USD
2024-02-19,2200,Sales Tax Payable,0.0,114.75,USD
2024-02-19,5000,Cost of Goods Sold,860.11,0.0,USD
2024-02-19,1200,Inventory,0.0,860.11,USD
2024-02-19,6600,Marketing Expense,649.96,0.0,USD
2024-02-19,1010,Cash,0.0,649.96,USD
2024-02-20,6500,Office Supplies Expense,177.26,0.0,USD
2024-02-20,1010,Cash,0.0,177.26,USD
2024-02-21,1010,Cash,618.79,0.0,USD
2024-02-21,4010,Service Revenue,0.0,618.79,USD
2024-02-22,2000,Accounts Payable,1137.31,0.0,USD
2024-02-22,1010,Cash,0.0,1137.31,USD
2024-02-23,1010,Cash,1520.62,0.0,USD
2024-02-23,4010,Service Revenue,0.0,1520.62,USD
2024-02-23,1200,Inventory,820.24,0.0,USD
2024-02-23,1010,Cash,0.0,820.24,USD
2024-02-26,1010,Cash,1137.75,0.0,USD
2024-02-26,4010,Service Revenue,0.0,1137.75,USD
2024-02-26,1200,Inventory,712.64,0.0,USD
2024-02-26,2000,Accounts Payable,0.0,712.64,USD
2024-02-27,1100,Accounts Receivable,1459.77,0.0,USD
2024-02-27,4001,Revenue,0.0,1348.52,USD
2024-02-27,2200,Sales Tax Payable,0.0,111.25,USD
2024-02-27,5000,Cost of Goods Sold,813.21,0.0,USD
2024-02-27,1200,Inventory,0.0,813.21,USD
2024-02-27,1010,Cash,1260.69,0.0,USD
2024-02-27,4001,Revenue,0.0,1164.61,USD
2024-02-27,2200,Sales Tax Payable,0.0,96.08,USD
2024-02-27,5000,Cost of Goods Sold,649.71,0.0,USD
2024-02-27,1200,Inventory,0.0,649.71,USD
2024-02-27,6600,Marketing Expense,839.9,0.0,USD
2024-02-27,1010,Cash,0.0,839.9,USD
2024-02-28,1100,Accounts Receivable,788.75,0.0,USD
2024-02-28,4001,Revenue,0.0,728.64,USD
2024-02-28,2200,Sales Tax Payable,0.0,60.11,USD
2024-02-28,5000,Cost of Goods Sold,460.17,0.0,USD
2024-02-28,1200,Inventory,0.0,460.17,USD
2024-02-28,1010,Cash,2000.89,0.0,USD
2024-02-28,4001,Revenue,0.0,1848.4,USD
2024-02-28,2200,Sales Tax Payable,0.0,152.49,USD
2024-02-28,5000,Cost of Goods Sold,1031.38,0.0,USD
2024-02-28,1200,Inventory,0.0,1031.38,USD
2024-02-28,2000,Accounts Payable,1624.21,0.0,USD
2024-02-28,1010,Cash,0.0,1624.21,USD
2024-02-28,6500,Office Supplies Expense,489.49,0.0,USD
2024-02-28,1010,Cash,0.0,489.49,USD
2024-02-29,1010,Cash,1850.88,0.0,USD
2024-02-29,4001,Revenue,0.0,1709.82,USD
2024-02-29,2200,Sales Tax Payable,0.0,141.06,USD
2024-02-29,5000,Cost of Goods Sold,993.6,0.0,USD
2024-02-29,1200,Inventory,0.0,993.6,USD
2024-03-01,1010,Cash,1239.81,0.0,USD
2024-03-01,4010,Service Revenue,0.0,1239.81,USD
2024-03-01,1200,Inventory,3016.24,0.0,USD
2024-03-01,2000,Accounts Payable,0.0,3016.24,USD
2024-03-01,6500,Office Supplies Expense,424.22,0.0,USD
2024-03-01,1010,Cash,0.0,424.22,USD
2024-03-04,1010,Cash,2295.35,0.0,USD
2024-03-04,1100,Accounts Receivable,0.0,2295.35,USD
2024-03-05,1010,Cash,2422.33,0.0,USD
2024-03-05,4001,Revenue,0.0,2237.72,USD
2024-03-05,2200,Sales Tax Payable,0.0,184.61,USD
2024-03-05,5000,Cost of Goods Sold,1228.44,0.0,USD
2024-03-05,1200,Inventory,0.0,1228.44,USD
2024-03-05,6500,Office Supplies Expense,508.81,0.0,USD
2024-03-05,1010,Cash,0.0,508.81,USD
2024-03-06,1100,Accounts Receivable,1584.49,0.0,USD
2024-03-06,4001,Revenue,0.0,1463.73,USD
2024-03-06,2200,Sales Tax Payable,0.0,120.76,USD
2024-03-06,5000,Cost of Goods Sold,779.17,0.0,USD
2024-03-06,1200,Inventory,0.0,779.17,USD
2024-03-06,1100,Accounts Receivable,1058.18,0.0,USD
2024-03-06,4001,Revenue,0.0,977.53,USD
2024-03-06,2200,Sales Tax Payable,0.0,80.65,USD
2024-03-06,5000,Cost of Goods Sold,525.91,0.0,USD
2024-03-06,1200,Inventory,0.0,525.91,USD
2024-03-06,1010,Cash,1745.85,0.0,USD
2024-03-06,4010,Service Revenue,0.0,1745.85,USD
2024-03-06,1010,Cash,780.8,0.0,USD
2024-03-06,1100,Accounts Receivable,0.0,780.8,USD
2024-03-06,6600,Marketing Expense,251.47,0.0,USD
2024-03-06,1010,Cash,0.0,251.47,USD
2024-03-07,1010,Cash,831.26,0.0,USD
2024-03-07,4001,Revenue,0.0,767.91,USD
2024-03-07,2200,Sales Tax Payable,0.0,63.35,USD
2024-03-07,5000,Cost of Goods Sold,441.26,0.0,USD
2024-03-07,1200,Inventory,0.0,441.26,USD
2024-03-07,1010,Cash,2152.61,0.0,USD
2024-03-07,4001,Revenue,0.0,1988.55,USD
2024-03-07,2200,Sales Tax Payable,0.0,164.06,USD
2024-03-07,5000,Cost of Goods Sold,1260.94,0.0,USD
2024-03-07,1200,Inventory,0.0,1260.94,USD
2024-03-07,1010,Cash,895.74,0.0,USD
2024-03-07,1100,Accounts Receivable,0.0,895.74,USD
2024-03-07,1200,Inventory,425.86,0.0,USD
2024-03-07,1010,Cash,0.0,425.86,USD
2024-03-08,1010,Cash,658.9,0.0,USD
2024-03-08,4010,Service Revenue,0.0,658.9,USD
2024-03-08,1010,Cash,2177.59,0.0,USD
2024-03-08,4001,Revenue,0.0,2011.63,USD
2024-03-08,2200,Sales Tax Payable,0.0,165.96,USD
2024-03-08,5000,Cost of Goods Sold,1117.37,0.0,USD
2024-03-08,1200,Inventory,0.0,1117.37,USD
2024-03-13,1010,Cash,1314.44,0.0,USD
2024-03-13,4001,Revenue,0.0,1214.26,USD
2024-03-13,2200,Sales Tax Payable,0.0,100.18,USD
2024-03-13,5000,Cost of Goods Sold,647.16,0.0,USD
2024-03-13,1200,Inventory,0.0,647.16,USD
2024-03-13,1010,Cash,1268.6,0.0,USD
2024-03-13,1100,Accounts Receivable,0.0,1268.6,USD
2024-03-14,1010,Cash,1903.34,0.0,USD
2024-03-14,4001,Revenue,0.0,1758.28,USD
2024-03-14,2200,Sales Tax Payable,0.0,145.06,USD
2024-03-14,5000,Cost of Goods Sold,1110.51,0.0,USD
2024-03-14,1200,Inventory,0.0,1110.51,USD
2024-03-14,1010,Cash,2843.72,0.0,USD
2024-03-14,4001,Revenue,0.0,2626.99,USD
2024-03-14,2200,Sales Tax Payable,0.0,216.73,USD
2024-03-14,5000,Cost of Goods Sold,1419.6,0.0,USD
2024-03-14,1200,Inventory,0.0,1419.6,USD
2024-03-14,1010,Cash,1757.87,0.0,USD
2024-03-14,1100,Accounts Receivable,0.0,1757.87,USD
2024-03-14,1200,Inventory,1905.42,0.0,USD
2024-03-14,2000,Accounts Payable,0.0,1905.42,USD
2024-03-15,1100,Accounts Receivable,742.23,0.0,USD
2024-03-15,4001,Revenue,0.0,685.66,USD
2024-03-15,2200,Sales Tax Payable,0.0,56.57,USD
2024-03-15,5000,Cost of Goods Sold,380.35,0.0,USD
2024-03-15,1200,Inventory,0.0,380.35,USD
2024-03-15,1100,Accounts Receivable,657.06,0.0,USD
2024-03-15,4001,Revenue,0.0,606.98,USD
2024-03-15,2200,Sales Tax Payable,0.0,50.08,USD
2024-03-15,5000,Cost of Goods Sold,337.21,0.0,USD
2024-03-15,1200,Inventory,0.0,337.21,USD
2024-03-15,2000,Accounts Payable,876.26,0.0,USD
2024-03-15,1010,Cash,0.0,876.26,USD
2024-03-18,1100,Accounts Receivable,1212.91,0.0,USD
2024-03-18,4001,Revenue,0.0,1120.47,USD
2024-03-18,2200,Sales Tax Payable,0.0,92.44,USD
2024-03-18,5000,Cost of Goods Sold,620.81,0.0,USD
2024-03-18,1200,Inventory,0.0,620.81,USD
2024-03-18,1100,Accounts Receivable,834.99,0.0,USD
2024-03-18,4010,Service Revenue,0.0,834.99,USD
2024-03-18,6600,Marketing Expense,659.65,0.0,USD
2024-03-18,1010,Cash,0.0,659.65,USD
2024-03-19,1010,Cash,1625.32,0.0,USD
2024-03-19,4001,Revenue,0.0,1501.45,USD
2024-03-19,2200,Sales Tax Payable,0.0,123.87,USD
2024-03-19,5000,Cost of Goods Sold,936.93,0.0,USD
2024-03-19,1200,Inventory,0.0,936.93,USD
2024-03-19,1010,Cash,1282.12,0.0,USD
2024-03-19,4001,Revenue,0.0,1184.41,USD
2024-03-19,2200,Sales Tax Payable,0.0,97.71,USD
2024-03-19,5000,Cost of Goods Sold,630.6,0.0,USD
2024-03-19,1200,Inventory,0.0,630.6,USD
2024-03-19,1010,Cash,1584.21,0.0,USD
2024-03-19,4001,Revenue,0.0,1463.47,USD
2024-03-19,2200,Sales Tax Payable,0.0,120.74,USD
2024-03-19,5000,Cost of Goods Sold,907.58,0.0,USD
2024-03-19,1200,Inventory,0.0,907.58,USD
2024-03-19,1010,Cash,1736.25,0.0,USD
2024-03-19,1100,Accounts Receivable,0.0,1736.25,USD
2024-03-20,1010,Cash,1198.75,0.0,USD
2024-03-20,4010,Service Revenue,0.0,1198.75,USD
2024-03-20,1010,Cash,1713.34,0.0,USD
2024-03-20,4001,Revenue,0.0,1582.76,USD
2024-03-20,2200,Sales Tax Payable,0.0,130.58,USD
2024-03-20,5000,Cost of Goods Sold,966.28,0.0,USD
2024-03-20,1200,Inventory,0.0,966.28,USD
2024-03-20,6500,Office Supplies Expense,313.51,0.0,USD
2024-03-20,1010,Cash,0.0,313.51,USD
2024-03-21,1100,Accounts Receivable,922.31,0.0,USD
2024-03-21,4001,Revenue,0.0,852.02,USD
2024-03-21,2200,Sales Tax Payable,0.0,70.29,USD
2024-03-21,5000,Cost of Goods Sold,478.27,0.0,USD
2024-03-21,1200,Inventory,0.0,478.27,USD
2024-03-21,6800,Software Subscriptions Expense,460.41,0.0,USD
2024-03-21,1010,Cash,0.0,460.41,USD
2024-03-22,1100,Accounts Receivable,1239.75,0.0,USD
2024-03-22,4001,Revenue,0.0,1145.27,USD
2024-03-22,2200,Sales Tax Payable,0.0,94.48,USD
2024-03-22,5000,Cost of Goods Sold,654.41,0.0,USD
2024-03-22,1200,Inventory,0.0,654.41,USD
2024-03-22,1200,Inventory,514.53,0.0,USD
2024-03-22,2000,Accounts Payable,0.0,514.53,USD
2024-03-25,1100,Accounts Receivable,2818.28,0.0,USD
2024-03-25,4001,Revenue,0.0,2603.49,USD
2024-03-25,2200,Sales Tax Payable,0.0,214.79,USD
2024-03-25,5000,Cost of Goods Sold,1514.67,0.0,USD
2024-03-25,1200,Inventory,0.0,1514.67,USD
2024-03-25,1010,Cash,2470.38,0.0,USD
2024-03-25,4001,Revenue,0.0,2282.11,USD
2024-03-25,2200,Sales Tax Payable,0.0,188.27,USD
2024-03-25,5000,Cost of Goods Sold,1337.91,0.0,USD
2024-03-25,1200,Inventory,0.0,1337.91,USD
2024-03-25,2000,Accounts Payable,630.91,0.0,USD
2024-03-25,1010,Cash,0.0,630.91,USD
2024-03-26,1100,Accounts Receivable,1208.35,0.0,USD
2024-03-26,4001,Revenue,0.0,1116.26,USD
2024-03-26,2200,Sales Tax Payable,0.0,92.09,USD
2024-03-26,5000,Cost of Goods Sold,658.51,0.0,USD
2024-03-26,1200,Inventory,0.0,658.51,USD
2024-03-27,1010,Cash,866.29,0.0,USD
2024-03-27,4001,Revenue,0.0,800.27,USD
2024-03-27,2200,Sales Tax Payable,0.0,66.02,USD
2024-03-27,5000,Cost of Goods Sold,445.72,0.0,USD
2024-03-27,1200,Inventory,0.0,445.72,USD
2024-03-27,1100,Accounts Receivable,965.8,0.0,USD
2024-03-27,4010,Service Revenue,0.0,965.8,USD
2024-03-27,1100,Accounts Receivable,1084.7,0.0,USD
2024-03-27,4001,Revenue,0.0,1002.03,USD
2024-03-27,2200,Sales Tax Payable,0.0,82.67,USD
2024-03-27,5000,Cost of Goods Sold,633.59,0.0,USD
2024-03-27,1200,Inventory,0.0,633.59,USD
2024-03-28,1010,Cash,2014.51,0.0,USD
2024-03-28,4001,Revenue,0.0,1860.98,USD
2024-03-28,2200,Sales Tax Payable,0.0,153.53,USD
2024-03-28,5000,Cost of Goods Sold,1031.86,0.0,USD
2024-03-28,1200,Inventory,0.0,1031.86,USD
2024-03-28,1010,Cash,1322.63,0.0,USD
2024-03-28,1100,Accounts Receivable,0.0,1322.63,USD
2024-03-29,1100,Accounts Receivable,689.93,0.0,USD
2024-03-29,4001,Revenue,0.0,637.35,USD
2024-03-29,2200,Sales Tax Payable,0.0,52.58,USD
2024-03-29,5000,Cost of Goods Sold,335.88,0.0,USD
2024-03-29,1200,Inventory,0.0,335.88,USD
2024-03-29,1010,Cash,1282.31,0.0,USD
2024-03-29,4010,Service Revenue,0.0,1282.31,USD
2024-03-29,1200,Inventory,641.75,0.0,USD
2024-03-29,2000,Accounts Payable,0.0,641.75,USD
2024-03-29,2000,Accounts Payable,2696.0,0.0,USD
2024-03-29,1010,Cash,0.0,2696.0,USD
2024-03-29,6600,Marketing Expense,587.96,0.0,USD
2024-03-29,1010,Cash,0.0,587.96,USD
2024-04-01,1010,Cash,970.58,0.0,USD
2024-04-01,4001,Revenue,0.0,896.61,USD
2024-04-01,2200,Sales Tax Payable,0.0,73.97,USD
2024-04-01,5000,Cost of Goods Sold,498.98,0.0,USD
2024-04-01,1200,Inventory,0.0,498.98,USD
2024-04-02,1010,Cash,1687.65,0.0,USD
2024-04-02,4001,Revenue,0.0,1559.03,USD
2024-04-02,2200,Sales Tax Payable,0.0,128.62,USD
2024-04-02,5000,Cost of Goods Sold,863.19,0.0,USD
2024-04-02,1200,Inventory,0.0,863.19,USD
2024-04-02,1010,Cash,473.43,0.0,USD
2024-04-02,4001,Revenue,0.0,437.35,USD
2024-04-02,2200,Sales Tax Payable,0.0,36.08,USD
2024-04-02,5000,Cost of Goods Sold,267.73,0.0,USD
2024-04-02,1200,Inventory,0.0,267.73,USD
2024-04-02,6800,Software Subscriptions Expense,373.64,0.0,USD
2024-04-02,1010,Cash,0.0,373.64,USD
2024-04-03,1100,Accounts Receivable,1023.17,0.0,USD
2024-04-03,4001,Revenue,0.0,945.19,USD
2024-04-03,2200,Sales Tax Payable,0.0,77.98,USD
2024-04-03,5000,Cost of Goods Sold,601.49,0.0,USD
2024-04-03,1200,Inventory,0.0,601.49,USD
2024-04-03,2000,Accounts Payable,1444.71,0.0,USD
2024-04-03,1010,Cash,0.0,1444.71,USD
2024-04-04,1010,Cash,895.37,0.0,USD
2024-04-04,4001,Revenue,0.0,827.13,USD
2024-04-04,2200,Sales Tax Payable,0.0,68.24,USD
2024-04-04,5000,Cost of Goods Sold,465.3,0.0,USD
2024-04-04,1200,Inventory,0.0,465.3,USD
2024-04-04,1010,Cash,2130.65,0.0,USD
2024-04-04,4001,Revenue,0.0,1968.27,USD
2024-04-04,2200,Sales Tax Payable,0.0,162.38,USD
2024-04-04,5000,Cost of Goods Sold,1136.2,0.0,USD
2024-04-04,1200,Inventory,0.0,1136.2,USD
2024-04-04,1200,Inventory,1904.01,0.0,USD
2024-04-04,2000,Accounts Payable,0.0,1904.01,USD
2024-04-05,1010,Cash,1411.5,0.0,USD
2024-04-05,4010,Service Revenue,0.0,1411.5,USD
2024-04-05,1010,Cash,518.11,0.0,USD
2024-04-05,1100,Accounts Receivable,0.0,518.11,USD
2024-04-08,1010,Cash,1775.08,0.0,USD
2024-04-08,4001,Revenue,0.0,1639.8,USD
2024-04-08,2200,Sales Tax Payable,0.0,135.28,USD
2024-04-08,5000,Cost of Goods Sold,985.4,0.0,USD
2024-04-08,1200,Inventory,0.0,985.4,USD
2024-04-08,1010,Cash,1085.54,0.0,USD
2024-04-08,4010,Service Revenue,0.0,1085.54,USD
2024-04-08,1200,Inventory,3383.58,0.0,USD
2024-04-08,2000,Accounts Payable,0.0,3383.58,USD
2024-04-09,1100,Accounts Receivable,775.97,0.0,USD
2024-04-09,4010,Service Revenue,0.0,775.97,USD
2024-04-09,1200,Inventory,913.03,0.0,USD
2024-04-09,2000,Accounts Payable,0.0,913.03,USD
2024-04-10,1010,Cash,740.04,0.0,USD
2024-04-10,4001,Revenue,0.0,683.64,USD
2024-04-10,2200,Sales Tax Payable,0.0,56.4,USD
2024-04-10,5000,Cost of Goods Sold,357.73,0.0,USD
2024-04-10,1200,Inventory,0.0,357.73,USD
2024-04-10,6600,Marketing Expense,721.0,0.0,USD
2024-04-10,1010,Cash,0.0,721.0,USD
2024-04-11,1100,Accounts Receivable,1043.49,0.0,USD
2024-04-11,4001,Revenue,0.0,963.96,USD
2024-04-11,2200,Sales Tax Payable,0.0,79.53,USD
2024-04-11,5000,Cost of Goods Sold,522.7,0.0,USD
2024-04-11,1200,Inventory,0.0,522.7,USD
2024-04-11,1100,Accounts Receivable,1011.49,0.0,USD
2024-04-11,4001,Revenue,0.0,934.4,USD
2024-04-11,2200,Sales Tax Payable,0.0,77.09,USD
2024-04-11,5000,Cost of Goods Sold,532.4,0.0,USD
2024-04-11,1200,Inventory,0.0,532.4,USD
2024-04-12,1010,Cash,1981.34,0.0,USD
2024-04-12,4001,Revenue,0.0,1830.34,USD
2024-04-12,2200,Sales Tax Payable,0.0,151.0,USD
2024-04-12,5000,Cost of Goods Sold,993.92,0.0,USD
2024-04-12,1200,Inventory,0.0,993.92,USD
2024-04-12,1010,Cash,1338.22,0.0,USD
2024-04-12,4001,Revenue,0.0,1236.23,USD
2024-04-12,2200,Sales Tax Payable,0.0,101.99,USD
2024-04-12,5000,Cost of Goods Sold,679.64,0.0,USD
2024-04-12,1200,Inventory,0.0,679.64,USD
2024-04-12,1100,Accounts Receivable,845.32,0.0,USD
2024-04-12,4001,Revenue,0.0,780.9,USD
2024-04-12,2200,Sales Tax Payable,0.0,64.42,USD
2024-04-12,5000,Cost of Goods Sold,417.89,0.0,USD
2024-04-12,1200,Inventory,0.0,417.89,USD
2024-04-15,1010,Cash,1465.56,0.0,USD
2024-04-15,4001,Revenue,0.0,1353.87,USD
2024-04-15,2200,Sales Tax Payable,0.0,111.69,USD
2024-04-15,5000,Cost of Goods Sold,760.49,0.0,USD
2024-04-15,1200,Inventory,0.0,760.49,USD
2024-04-15,1010,Cash,489.47,0.0,USD
2024-04-15,4010,Service Revenue,0.0,489.47,USD
2024-04-15,1010,Cash,1646.1,0.0,USD
2024-04-15,1100,Accounts Receivable,0.0,1646.1,USD
2024-04-16,1010,Cash,1577.13,0.0,USD
2024-04-16,4001,Revenue,0.0,1456.93,USD
2024-04-16,2200,Sales Tax Payable,0.0,120.2,USD
2024-04-16,5000,Cost of Goods Sold,781.24,0.0,USD
2024-04-16,1200,Inventory,0.0,781.24,USD
2024-04-16,1010,Cash,1820.52,0.0,USD
2024-04-16,1100,Accounts Receivable,0.0,1820.52,USD
2024-04-16,2000,Accounts Payable,644.4,0.0,USD
2024-04-16,1010,Cash,0.0,644.4,USD
2024-04-17,1010,Cash,995.57,0.0,USD
2024-04-17,1100,Accounts Receivable,0.0,995.57,USD
2024-04-17,1200,Inventory,712.6,0.0,USD
2024-04-17,2000,Accounts Payable,0.0,712.6,USD
2024-04-17,6600,Marketing Expense,377.2,0.0,USD
2024-04-17,1010,Cash,0.0,377.2,USD
2024-04-18,2000,Accounts Payable,1206.82,0.0,USD
2024-04-18,1010,Cash,0.0,1206.82,USD
2024-04-18,6500,Office Supplies Expense,194.51,0.0,USD
2024-04-18,1010,Cash,0.0,194.51,USD
2024-04-19,1010,Cash,1156.41,0.0,USD
2024-04-19,4001,Revenue,0.0,1068.28,USD
2024-04-19,2200,Sales Tax Payable,0.0,88.13,USD
2024-04-19,5000,Cost of Goods Sold,611.57,0.0,USD
2024-04-19,1200,Inventory,0.0,611.57,USD
2024-04-22,1010,Cash,964.69,0.0,USD
2024-04-22,4001,Revenue,0.0,891.17,USD
2024-04-22,2200,Sales Tax Payable,0.0,73.52,USD
2024-04-22,5000,Cost of Goods Sold,479.13,0.0,USD
2024-04-22,1200,Inventory,0.0,479.13,USD
2024-04-23,1200,Inventory,1103.27,0.0,USD
2024-04-23,2000,Accounts Payable,0.0,1103.27,USD
2024-04-24,1010,Cash,1814.41,0.0,USD
2024-04-24,4001,Revenue,0.0,1676.13,USD
2024-04-24,2200,Sales Tax Payable,0.0,138.28,USD
2024-04-24,5000,Cost of Goods Sold,1021.34,0.0,USD
2024-04-24,1200,Inventory,0.0,1021.34,USD
2024-04-24,1010,Cash,1593.42,0.0,USD
2024-04-24,1100,Accounts Receivable,0.0,1593.42,USD
2024-04-24,2000,Accounts Payable,1994.31,0.0,USD
2024-04-24,1010,Cash,0.0,1994.31,USD
2024-04-25,1010,Cash,823.61,0.0,USD
2024-04-25,4001,Revenue,0.0,760.84,USD
2024-04-25,2200,Sales Tax Payable,0.0,62.77,USD
2024-04-25,5000,Cost of Goods Sold,451.19,0.0,USD
2024-04-25,1200,Inventory,0.0,451.19,USD
2024-04-25,1010,Cash,863.89,0.0,USD
2024-04-25,4010,Service Revenue,0.0,863.89,USD
2024-04-25,1010,Cash,1526.84,0.0,USD
2024-04-25,4010,Service Revenue,0.0,1526.84,USD
2024-04-25,1010,Cash,992.07,0.0,USD
2024-04-25,1100,Accounts Receivable,0.0,992.07,USD
2024-04-26,1010,Cash,721.01,0.0,USD
