TxnDate,TransactionID,AccountNumber,AccountName,Debit,Credit,Currency
2021-04-05,TXN-20210405-000268,1010,Cash,518.11,0.0,USD
2021-04-05,TXN-20210405-000268,1100,Accounts Receivable,0.0,518.11,USD
2021-04-08,TXN-20210408-000268,1010,Cash,1775.08,0.0,USD
2021-04-08,TXN-20210408-000269,4001,Revenue,0.0,1639.8,USD
2021-04-08,TXN-20210408-000269,2200,Sales Tax Payable,0.0,135.28,USD
2021-04-08,TXN-20210408-000269,5000,Cost of Goods Sold,985.4,0.0,USD
2021-04-08,TXN-20210408-000269,1200,Inventory,0.0,985.4,USD
2021-04-08,TXN-20210408-000269,1010,Cash,1085.54,0.0,USD
2021-04-08,TXN-20210408-000269,4010,Service Revenue,0.0,1085.54,USD
2021-04-08,TXN-20210408-000269,1200,Inventory,3383.58,0.0,USD
2021-04-08,TXN-20210408-000269,2000,Accounts Payable,0.0,3383.58,USD
2021-04-09,TXN-20210409-000269,1100,Accounts Receivable,775.97,0.0,USD
2021-04-09,TXN-20210409-000269,4010,Service Revenue,0.0,775.97,USD
2021-04-09,TXN-20210409-000270,1200,Inventory,913.03,0.0,USD
2021-04-09,TXN-20210409-000270,2000,Accounts Payable,0.0,913.03,USD
2021-04-10,TXN-20210410-000270,1010,Cash,740.04,0.0,USD
2021-04-10,TXN-20210410-000270,4001,Revenue,0.0,683.64,USD
2021-04-10,TXN-20210410-000270,2200,Sales Tax Payable,0.0,56.4,USD
2021-04-10,TXN-20210410-000270,5000,Cost of Goods Sold,357.73,0.0,USD
2021-04-10,TXN-20210410-000270,1200,Inventory,0.0,357.73,USD
2021-04-10,TXN-20210410-000270,6600,Marketing Expense,721.0,0.0,USD
2021-04-10,TXN-20210410-000270,1010,Cash,0.0,721.0,USD
2021-04-11,TXN-20210411-000270,1100,Accounts Receivable,1043.49,0.0,USD
2021-04-11,TXN-20210411-000271,4001,Revenue,0.0,963.96,USD
2021-04-11,TXN-20210411-000271,2200,Sales Tax Payable,0.0,79.53,USD
2021-04-11,TXN-20210411-000271,5000,Cost of Goods Sold,522.7,0.0,USD
2021-04-11,TXN-20210411-000271,1200,Inventory,0.0,522.7,USD
2021-04-11,TXN-20210411-000271,1100,Accounts Receivable,1011.49,0.0,USD
2021-04-11,TXN-20210411-000271,4001,Revenue,0.0,934.4,USD
2021-04-11,TXN-20210411-000271,2200,Sales Tax Payable,0.0,77.09,USD
2021-04-11,TXN-20210411-000271,5000,Cost of Goods Sold,532.4,0.0,USD
2021-04-11,TXN-20210411-000271,1200,Inventory,0.0,532.4,USD
2021-04-12,TXN-20210412-000271,1010,Cash,1981.34,0.0,USD
2021-04-12,TXN-20210412-000272,4001,Revenue,0.0,1830.34,USD
2021-04-12,TXN-20210412-000272,2200,Sales Tax Payable,0.0,151.0,USD
2021-04-12,TXN-20210412-000272,5000,Cost of Goods Sold,993.92,0.0,USD
2021-04-12,TXN-20210412-000272,1200,Inventory,0.0,993.92,USD
2021-04-12,TXN-20210412-000272,1010,Cash,1338.22,0.0,USD
2021-04-12,TXN-20210412-000272,4001,Revenue,0.0,1236.23,USD
2021-04-12,TXN-20210412-000272,2200,Sales Tax Payable,0.0,101.99,USD
2021-04-12,TXN-20210412-000272,5000,Cost of Goods Sold,679.64,0.0,USD
2021-04-12,TXN-20210412-000272,1200,Inventory,0.0,679.64,USD
2021-04-12,TXN-20210412-000272,1100,Accounts Receivable,845.32,0.0,USD
2021-04-12,TXN-20210412-000273,4001,Revenue,0.0,780.9,USD
2021-04-12,TXN-20210412-000273,2200,Sales Tax Payable,0.0,64.42,USD
2021-04-12,TXN-20210412-000273,5000,Cost of Goods Sold,417.89,0.0,USD
2021-04-12,TXN-20210412-000273,1200,Inventory,0.0,417.89,USD
2021-04-15,TXN-20210415-000273,1010,Cash,1465.56,0.0,USD
2021-04-15,TXN-20210415-000273,4001,Revenue,0.0,1353.87,USD
2021-04-15,TXN-20210415-000273,2200,Sales Tax Payable,0.0,111.69,USD
2021-04-15,TXN-20210415-000273,5000,Cost of Goods Sold,760.49,0.0,USD
2021-04-15,TXN-20210415-000273,1200,Inventory,0.0,760.49,USD
2021-04-15,TXN-20210415-000273,1010,Cash,489.47,0.0,USD
2021-04-15,TXN-20210415-000274,4010,Service Revenue,0.0,489.47,USD
2021-04-15,TXN-20210415-000274,1010,Cash,1646.1,0.0,USD
2021-04-15,TXN-20210415-000274,1100,Accounts Receivable,0.0,1646.1,USD
2021-04-16,TXN-20210416-000274,1010,Cash,1577.13,0.0,USD
2021-04-16,TXN-20210416-000274,4001,Revenue,0.0,1456.93,USD
2021-04-16,TXN-20210416-000274,2200,Sales Tax Payable,0.0,120.2,USD
2021-04-16,TXN-20210416-000274,5000,Cost of Goods Sold,781.24,0.0,USD
2021-04-16,TXN-20210416-000274,1200,Inventory,0.0,781.24,USD
2021-04-16,TXN-20210416-000274,1010,Cash,1820.52,0.0,USD
2021-04-16,TXN-20210416-000274,1100,Accounts Receivable,0.0,1820.52,USD
2021-04-16,TXN-20210416-000275,2000,Accounts Payable,644.4,0.0,USD
2021-04-16,TXN-20210416-000275,1010,Cash,0.0,644.4,USD
2021-04-17,TXN-20210417-000275,1010,Cash,995.57,0.0,USD
2021-04-17,TXN-20210417-000275,1100,Accounts Receivable,0.0,995.57,USD
2021-04-17,TXN-20210417-000275,1200,Inventory,712.6,0.0,USD
2021-04-17,TXN-20210417-000275,2000,Accounts Payable,0.0,712.6,USD
2021-04-17,TXN-20210417-000275,6600,Marketing Expense,377.2,0.0,USD
2021-04-17,TXN-20210417-000275,1010,Cash,0.0,377.2,USD
2021-04-18,TXN-20210418-000275,2000,Accounts Payable,1206.82,0.0,USD
2021-04-18,TXN-20210418-000275,1010,Cash,0.0,1206.82,USD
2021-04-18,TXN-20210418-000276,6500,Office Supplies Expense,194.51,0.0,USD
2021-04-18,TXN-20210418-000276,1010,Cash,0.0,194.51,USD
2021-04-19,TXN-20210419-000276,1010,Cash,1156.41,0.0,USD
2021-04-19,TXN-20210419-000276,4001,Revenue,0.0,1068.28,USD
2021-04-19,TXN-20210419-000276,2200,Sales Tax Payable,0.0,88.13,USD
2021-04-19,TXN-20210419-000276,5000,Cost of Goods Sold,611.57,0.0,USD
2021-04-19,TXN-20210419-000276,1200,Inventory,0.0,611.57,USD
2021-04-22,TXN-20210422-000276,1010,Cash,964.69,0.0,USD
2021-04-22,TXN-20210422-000276,4001,Revenue,0.0,891.17,USD
2021-04-22,TXN-20210422-000276,2200,Sales Tax Payable,0.0,73.52,USD
2021-04-22,TXN-20210422-000277,5000,Cost of Goods Sold,479.13,0.0,USD
2021-04-22,TXN-20210422-000277,1200,Inventory,0.0,479.13,USD
2021-04-23,TXN-20210423-000277,1200,Inventory,1103.27,0.0,USD
2021-04-23,TXN-20210423-000277,2000,Accounts Payable,0.0,1103.27,USD
2021-04-24,TXN-20210424-000277,1010,Cash,1814.41,0.0,USD
2021-04-24,TXN-20210424-000277,4001,Revenue,0.0,1676.13,USD
2021-04-24,TXN-20210424-000277,2200,Sales Tax Payable,0.0,138.28,USD
2021-04-24,TXN-20210424-000277,5000,Cost of Goods Sold,1021.34,0.0,USD
2021-04-24,TXN-20210424-000277,1200,Inventory,0.0,1021.34,USD
2021-04-24,TXN-20210424-000277,1010,Cash,1593.42,0.0,USD
2021-04-24,TXN-20210424-000278,1100,Accounts Receivable,0.0,1593.42,USD
2021-04-24,TXN-20210424-000278,2000,Accounts Payable,1994.31,0.0,USD
2021-04-24,TXN-20210424-000278,1010,Cash,0.0,1994.31,USD
2021-04-25,TXN-20210425-000278,1010,Cash,823.61,0.0,USD
2021-04-25,TXN-20210425-000278,4001,Revenue,0.0,760.84,USD
2021-04-25,TXN-20210425-000278,2200,Sales Tax Payable,0.0,62.77,USD
2021-04-25,TXN-20210425-000278,5000,Cost of Goods Sold,451.19,0.0,USD
2021-04-25,TXN-20210425-000278,1200,Inventory,0.0,451.19,USD
2021-04-25,TXN-20210425-000278,1010,Cash,863.89,0.0,USD
2021-04-25,TXN-20210425-000278,4010,Service Revenue,0.0,863.89,USD
2021-04-25,TXN-20210425-000279,1010,Cash,1526.84,0.0,USD
2021-04-25,TXN-20210425-000279,4010,Service Revenue,0.0,1526.84,USD
2021-04-25,TXN-20210425-000279,1010,Cash,992.07,0.0,USD
2021-04-25,TXN-20210425-000279,1100,Accounts Receivable,0.0,992.07,USD
2021-04-26,TXN-20210426-000279,1010,Cash,721.01,0.0,USD
2021-04-26,TXN-20210426-000279,4001,Revenue,0.0,666.06,USD
2021-04-26,TXN-20210426-000279,2200,Sales Tax Payable,0.0,54.95,USD
2021-04-26,TXN-20210426-000279,5000,Cost of Goods Sold,354.97,0.0,USD
2021-04-26,TXN-20210426-000279,1200,Inventory,0.0,354.97,USD
2021-04-26,TXN-20210426-000279,1200,Inventory,633.47,0.0,USD
2021-04-26,TXN-20210426-000280,2000,Accounts Payable,0.0,633.47,USD
2021-04-29,TXN-20210429-000280,1100,Accounts Receivable,1138.94,0.0,USD
2021-04-29,TXN-20210429-000280,4001,Revenue,0.0,1052.14,USD
2021-04-29,TXN-20210429-000280,2200,Sales Tax Payable,0.0,86.8,USD
2021-04-29,TXN-20210429-000280,5000,Cost of Goods Sold,636.06,0.0,USD
2021-04-29,TXN-20210429-000280,1200,Inventory,0.0,636.06,USD
2021-04-29,TXN-20210429-000280,1010,Cash,1989.04,0.0,USD
2021-04-29,TXN-20210429-000280,4001,Revenue,0.0,1837.45,USD
2021-04-29,TXN-20210429-000280,2200,Sales Tax Payable,0.0,151.59,USD
2021-04-29,TXN-20210429-000280,5000,Cost of Goods Sold,1151.42,0.0,USD
2021-04-29,TXN-20210429-000281,1200,Inventory,0.0,1151.42,USD
2021-04-29,TXN-20210429-000281,6500,Office Supplies Expense,382.03,0.0,USD
2021-04-29,TXN-20210429-000281,1010,Cash,0.0,382.03,USD
2021-04-30,TXN-20210430-000281,1010,Cash,955.74,0.0,USD
2021-04-30,TXN-20210430-000281,4001,Revenue,0.0,882.9,USD
2021-04-30,TXN-20210430-000281,2200,Sales Tax Payable,0.0,72.84,USD
2021-04-30,TXN-20210430-000281,5000,Cost of Goods Sold,519.4,0.0,USD
2021-04-30,TXN-20210430-000281,1200,Inventory,0.0,519.4,USD
2021-04-30,TXN-20210430-000281,1010,Cash,2666.37,0.0,USD
2021-04-30,TXN-20210430-000281,1100,Accounts Receivable,0.0,2666.37,USD
2021-04-30,TXN-20210430-000282,6800,Software Subscriptions Expense,497.47,0.0,USD
2021-04-30,TXN-20210430-000282,1010,Cash,0.0,497.47,USD
2021-05-01,TXN-20210501-000282,1100,Accounts Receivable,1518.41,0.0,USD
2021-05-01,TXN-20210501-000282,4001,Revenue,0.0,1402.69,USD
2021-05-01,TXN-20210501-000282,2200,Sales Tax Payable,0.0,115.72,USD
2021-05-01,TXN-20210501-000282,5000,Cost of Goods Sold,828.71,0.0,USD
2021-05-01,TXN-20210501-000282,1200,Inventory,0.0,828.71,USD
2021-05-02,TXN-20210502-000282,1100,Accounts Receivable,3760.53,0.0,USD
2021-05-02,TXN-20210502-000282,4001,Revenue,0.0,3473.93,USD
2021-05-02,TXN-20210502-000282,2200,Sales Tax Payable,0.0,286.6,USD
2021-05-02,TXN-20210502-000283,5000,Cost of Goods Sold,2113.94,0.0,USD
2021-05-02,TXN-20210502-000283,1200,Inventory,0.0,2113.94,USD
2021-05-02,TXN-20210502-000283,1200,Inventory,1169.4,0.0,USD
2021-05-02,TXN-20210502-000283,2000,Accounts Payable,0.0,1169.4,USD
2021-05-03,TXN-20210503-000283,1100,Accounts Receivable,849.96,0.0,USD
2021-05-03,TXN-20210503-000283,4001,Revenue,0.0,785.18,USD
2021-05-03,TXN-20210503-000283,2200,Sales Tax Payable,0.0,64.78,USD
2021-05-03,TXN-20210503-000283,5000,Cost of Goods Sold,410.61,0.0,USD
2021-05-03,TXN-20210503-000283,1200,Inventory,0.0,410.61,USD
2021-05-03,TXN-20210503-000283,1010,Cash,1262.31,0.0,USD
2021-05-03,TXN-20210503-000284,1100,Accounts Receivable,0.0,1262.31,USD
2021-05-03,TXN-20210503-000284,6500,Office Supplies Expense,181.55,0.0,USD
2021-05-03,TXN-20210503-000284,1010,Cash,0.0,181.55,USD
2021-05-06,TXN-20210506-000284,1010,Cash,2717.32,0.0,USD
2021-05-06,TXN-20210506-000284,4001,Revenue,0.0,2510.23,USD
2021-05-06,TXN-20210506-000284,2200,Sales Tax Payable,0.0,207.09,USD
2021-05-06,TXN-20210506-000284,5000,Cost of Goods Sold,1517.15,0.0,USD
2021-05-06,TXN-20210506-000284,1200,Inventory,0.0,1517.15,USD
2021-05-06,TXN-20210506-000284,1100,Accounts Receivable,921.86,0.0,USD
2021-05-06,TXN-20210506-000284,4010,Service Revenue,0.0,921.86,USD
2021-05-06,TXN-20210506-000285,1010,Cash,1505.58,0.0,USD
2021-05-06,TXN-20210506-000285,1100,Accounts Receivable,0.0,1505.58,USD
2021-05-07,TXN-20210507-000285,1100,Accounts Receivable,1117.32,0.0,USD
2021-05-07,TXN-20210507-000285,4001,Revenue,0.0,1032.17,USD
2021-05-07,TXN-20210507-000285,2200,Sales Tax Payable,0.0,85.15,USD
2021-05-07,TXN-20210507-000285,5000,Cost of Goods Sold,590.95,0.0,USD
2021-05-07,TXN-20210507-000285,1200,Inventory,0.0,590.95,USD
2021-05-07,TXN-20210507-000285,1010,Cash,2108.04,0.0,USD
2021-05-07,TXN-20210507-000285,1100,Accounts Receivable,0.0,2108.04,USD
2021-05-08,TXN-20210508-000285,1010,Cash,997.5,0.0,USD
2021-05-08,TXN-20210508-000286,4010,Service Revenue,0.0,997.5,USD
2021-05-08,TXN-20210508-000286,6800,Software Subscriptions Expense,423.09,0.0,USD
2021-05-08,TXN-20210508-000286,1010,Cash,0.0,423.09,USD
2021-05-09,TXN-20210509-000286,1010,Cash,1348.58,0.0,USD
2021-05-09,TXN-20210509-000286,4001,Revenue,0.0,1245.8,USD
2021-05-09,TXN-20210509-000286,2200,Sales Tax Payable,0.0,102.78,USD
2021-05-09,TXN-20210509-000286,5000,Cost of Goods Sold,705.01,0.0,USD
2021-05-09,TXN-20210509-000286,1200,Inventory,0.0,705.01,USD
2021-05-10,TXN-20210510-000286,1010,Cash,1360.15,0.0,USD
2021-05-10,TXN-20210510-000286,4001,Revenue,0.0,1256.49,USD
2021-05-10,TXN-20210510-000287,2200,Sales Tax Payable,0.0,103.66,USD
2021-05-10,TXN-20210510-000287,5000,Cost of Goods Sold,742.98,0.0,USD
2021-05-10,TXN-20210510-000287,1200,Inventory,0.0,742.98,USD
2021-05-13,TXN-20210513-000287,1010,Cash,3172.85,0.0,USD
2021-05-13,TXN-20210513-000287,4001,Revenue,0.0,2931.04,USD
2021-05-13,TXN-20210513-000287,2200,Sales Tax Payable,0.0,241.81,USD
2021-05-13,TXN-20210513-000287,5000,Cost of Goods Sold,1655.79,0.0,USD
2021-05-13,TXN-20210513-000287,1200,Inventory,0.0,1655.79,USD
2021-05-13,TXN-20210513-000287,1010,Cash,1331.86,0.0,USD
2021-05-13,TXN-20210513-000287,4001,Revenue,0.0,1230.36,USD
2021-05-13,TXN-20210513-000288,2200,Sales Tax Payable,0.0,101.5,USD
2021-05-13,TXN-20210513-000288,5000,Cost of Goods Sold,707.93,0.0,USD
2021-05-13,TXN-20210513-000288,1200,Inventory,0.0,707.93,USD
2021-05-14,TXN-20210514-000288,1100,Accounts Receivable,642.99,0.0,USD
2021-05-14,TXN-20210514-000288,4001,Revenue,0.0,593.99,USD
2021-05-14,TXN-20210514-000288,2200,Sales Tax Payable,0.0,49.0,USD
2021-05-14,TXN-20210514-000288,5000,Cost of Goods Sold,371.69,0.0,USD
2021-05-14,TXN-20210514-000288,1200,Inventory,0.0,371.69,USD
2021-05-14,TXN-20210514-000288,1010,Cash,1758.47,0.0,USD
2021-05-14,TXN-20210514-000288,4001,Revenue,0.0,1624.45,USD
2021-05-14,TXN-20210514-000289,2200,Sales Tax Payable,0.0,134.02,USD
2021-05-14,TXN-20210514-000289,5000,Cost of Goods Sold,947.44,0.0,USD
2021-05-14,TXN-20210514-000289,1200,Inventory,0.0,947.44,USD
2021-05-14,TXN-20210514-000289,1010,Cash,1695.39,0.0,USD
2021-05-14,TXN-20210514-000289,1100,Accounts Receivable,0.0,1695.39,USD
2021-05-15,TXN-20210515-000289,1100,Accounts Receivable,3019.53,0.0,USD
2021-05-15,TXN-20210515-000289,4001,Revenue,0.0,2789.4,USD
2021-05-15,TXN-20210515-000289,2200,Sales Tax Payable,0.0,230.13,USD
2021-05-15,TXN-20210515-000289,5000,Cost of Goods Sold,1747.0,0.0,USD
2021-05-15,TXN-20210515-000289,1200,Inventory,0.0,1747.0,USD
2021-05-16,TXN-20210516-000290,1010,Cash,1563.44,0.0,USD
2021-05-16,TXN-20210516-000290,4001,Revenue,0.0,1444.29,USD
2021-05-16,TXN-20210516-000290,2200,Sales Tax Payable,0.0,119.15,USD
2021-05-16,TXN-20210516-000290,5000,Cost of Goods Sold,850.05,0.0,USD
2021-05-16,TXN-20210516-000290,1200,Inventory,0.0,850.05,USD
2021-05-17,TXN-20210517-000290,1010,Cash,1142.06,0.0,USD
2021-05-17,TXN-20210517-000290,4001,Revenue,0.0,1055.02,USD
2021-05-17,TXN-20210517-000290,2200,Sales Tax Payable,0.0,87.04,USD
2021-05-17,TXN-20210517-000290,5000,Cost of Goods Sold,666.89,0.0,USD
2021-05-17,TXN-20210517-000290,1200,Inventory,0.0,666.89,USD
2021-05-17,TXN-20210517-000291,1010,Cash,1200.61,0.0,USD
2021-05-17,TXN-20210517-000291,4001,Revenue,0.0,1109.11,USD
2021-05-17,TXN-20210517-000291,2200,Sales Tax Payable,0.0,91.5,USD
2021-05-17,TXN-20210517-000291,5000,Cost of Goods Sold,691.65,0.0,USD
2021-05-17,TXN-20210517-000291,1200,Inventory,0.0,691.65,USD
2021-05-17,TXN-20210517-000291,1010,Cash,1513.56,0.0,USD
2021-05-17,TXN-20210517-000291,4001,Revenue,0.0,1398.21,USD
2021-05-17,TXN-20210517-000291,2200,Sales Tax Payable,0.0,115.35,USD
2021-05-17,TXN-20210517-000291,5000,Cost of Goods Sold,834.57,0.0,USD
2021-05-17,TXN-20210517-000291,1200,Inventory,0.0,834.57,USD
2021-05-20,TXN-20210520-000292,1010,Cash,1135.02,0.0,USD
2021-05-20,TXN-20210520-000292,4001,Revenue,0.0,1048.52,USD
2021-05-20,TXN-20210520-000292,2200,Sales Tax Payable,0.0,86.5,USD
2021-05-20,TXN-20210520-000292,5000,Cost of Goods Sold,622.28,0.0,USD
2021-05-20,TXN-20210520-000292,1200,Inventory,0.0,622.28,USD
2021-05-20,TXN-20210520-000292,1010,Cash,3630.3,0.0,USD
2021-05-20,TXN-20210520-000292,4001,Revenue,0.0,3353.63,USD
2021-05-20,TXN-20210520-000292,2200,Sales Tax Payable,0.0,276.67,USD
2021-05-20,TXN-20210520-000292,5000,Cost of Goods Sold,1991.66,0.0,USD
2021-05-20,TXN-20210520-000292,1200,Inventory,0.0,1991.66,USD
2021-05-20,TXN-20210520-000293,1010,Cash,2105.29,0.0,USD
2021-05-20,TXN-20210520-000293,1100,Accounts Receivable,0.0,2105.29,USD
2021-05-20,TXN-20210520-000293,2000,Accounts Payable,1374.26,0.0,USD
2021-05-20,TXN-20210520-000293,1010,Cash,0.0,1374.26,USD
2021-05-21,TXN-20210521-000293,1010,Cash,1332.33,0.0,USD
2021-05-21,TXN-20210521-000293,4001,Revenue,0.0,1230.79,USD
2021-05-21,TXN-20210521-000293,2200,Sales Tax Payable,0.0,101.54,USD
2021-05-21,TXN-20210521-000293,5000,Cost of Goods Sold,730.09,0.0,USD
2021-05-21,TXN-20210521-000293,1200,Inventory,0.0,730.09,USD
2021-05-21,TXN-20210521-000293,1010,Cash,781.94,0.0,USD
2021-05-21,TXN-20210521-000294,1100,Accounts Receivable,0.0,781.94,USD
2021-05-21,TXN-20210521-000294,1200,Inventory,753.15,0.0,USD
2021-05-21,TXN-20210521-000294,2000,Accounts Payable,0.0,753.15,USD
2021-05-22,TXN-20210522-000294,1100,Accounts Receivable,1070.52,0.0,USD
2021-05-22,TXN-20210522-000294,4001,Revenue,0.0,988.93,USD
2021-05-22,TXN-20210522-000294,2200,Sales Tax Payable,0.0,81.59,USD
2021-05-22,TXN-20210522-000294,5000,Cost of Goods Sold,524.36,0.0,USD
2021-05-22,TXN-20210522-000294,1200,Inventory,0.0,524.36,USD
2021-05-22,TXN-20210522-000294,1100,Accounts Receivable,991.21,0.0,USD
2021-05-22,TXN-20210522-000294,4010,Service Revenue,0.0,991.21,USD
2021-05-22,TXN-20210522-000295,1100,Accounts Receivable,1362.47,0.0,USD
2021-05-22,TXN-20210522-000295,4010,Service Revenue,0.0,1362.47,USD
2021-05-22,TXN-20210522-000295,1010,Cash,971.25,0.0,USD
2021-05-22,TXN-20210522-000295,1100,Accounts Receivable,0.0,971.25,USD
2021-05-23,TXN-20210523-000295,1010,Cash,831.36,0.0,USD
2021-05-23,TXN-20210523-000295,4010,Service Revenue,0.0,831.36,USD
2021-05-23,TXN-20210523-000295,1100,Accounts Receivable,1823.24,0.0,USD
2021-05-23,TXN-20210523-000295,4001,Revenue,0.0,1684.29,USD
2021-05-23,TXN-20210523-000295,2200,Sales Tax Payable,0.0,138.95,USD
2021-05-23,TXN-20210523-000295,5000,Cost of Goods Sold,932.61,0.0,USD
2021-05-23,TXN-20210523-000296,1200,Inventory,0.0,932.61,USD
2021-05-23,TXN-20210523-000296,1010,Cash,1877.96,0.0,USD
2021-05-23,TXN-20210523-000296,1100,Accounts Receivable,0.0,1877.96,USD
2021-05-23,TXN-20210523-000296,1200,Inventory,1236.12,0.0,USD
2021-05-23,TXN-20210523-000296,2000,Accounts Payable,0.0,1236.12,USD
2021-05-24,TXN-20210524-000296,1010,Cash,1259.06,0.0,USD
2021-05-24,TXN-20210524-000296,4001,Revenue,0.0,1163.1,USD
2021-05-24,TXN-20210524-000296,2200,Sales Tax Payable,0.0,95.96,USD
2021-05-24,TXN-20210524-000296,5000,Cost of Goods Sold,714.79,0.0,USD
2021-05-24,TXN-20210524-000296,1200,Inventory,0.0,714.79,USD
2021-05-24,TXN-20210524-000297,1010,Cash,472.12,0.0,USD
2021-05-24,TXN-20210524-000297,4001,Revenue,0.0,436.14,USD
2021-05-24,TXN-20210524-000297,2200,Sales Tax Payable,0.0,35.98,USD
2021-05-24,TXN-20210524-000297,5000,Cost of Goods Sold,247.75,0.0,USD
2021-05-24,TXN-20210524-000297,1200,Inventory,0.0,247.75,USD
2021-05-24,TXN-20210524-000297,1010,Cash,1011.94,0.0,USD
2021-05-24,TXN-20210524-000297,4001,Revenue,0.0,934.82,USD
2021-05-24,TXN-20210524-000297,2200,Sales Tax Payable,0.0,77.12,USD
2021-05-24,TXN-20210524-000297,5000,Cost of Goods Sold,540.04,0.0,USD
2021-05-24,TXN-20210524-000297,1200,Inventory,0.0,540.04,USD
2021-05-24,TXN-20210524-000298,1010,Cash,652.84,0.0,USD
2021-05-24,TXN-20210524-000298,1100,Accounts Receivable,0.0,652.84,USD
2021-05-27,TXN-20210527-000298,1100,Accounts Receivable,2014.79,0.0,USD
2021-05-27,TXN-20210527-000298,4001,Revenue,0.0,1861.24,USD
2021-05-27,TXN-20210527-000298,2200,Sales Tax Payable,0.0,153.55,USD
2021-05-27,TXN-20210527-000298,5000,Cost of Goods Sold,1172.93,0.0,USD
2021-05-27,TXN-20210527-000298,1200,Inventory,0.0,1172.93,USD
2021-05-28,TXN-20210528-000298,1100,Accounts Receivable,2440.45,0.0,USD
2021-05-28,TXN-20210528-000298,4001,Revenue,0.0,2254.46,USD
2021-05-28,TXN-20210528-000298,2200,Sales Tax Payable,0.0,185.99,USD
2021-05-28,TXN-20210528-000299,5000,Cost of Goods Sold,1295.38,0.0,USD
2021-05-28,TXN-20210528-000299,1200,Inventory,0.0,1295.38,USD
2021-05-28,TXN-20210528-000299,1010,Cash,1127.36,0.0,USD
2021-05-28,TXN-20210528-000299,4001,Revenue,0.0,1041.44,USD
2021-05-28,TXN-20210528-000299,2200,Sales Tax Payable,0.0,85.92,USD
2021-05-28,TXN-20210528-000299,5000,Cost of Goods Sold,650.77,0.0,USD
2021-05-28,TXN-20210528-000299,1200,Inventory,0.0,650.77,USD
2021-05-29,TXN-20210529-000299,1010,Cash,1072.31,0.0,USD
2021-05-29,TXN-20210529-000299,4001,Revenue,0.0,990.59,USD
2021-05-29,TXN-20210529-000299,2200,Sales Tax Payable,0.0,81.72,USD
2021-05-29,TXN-20210529-000300,5000,Cost of Goods Sold,529.37,0.0,USD
2021-05-29,TXN-20210529-000300,1200,Inventory,0.0,529.37,USD
2021-05-29,TXN-20210529-000300,1100,Accounts Receivable,2962.42,0.0,USD
2021-05-29,TXN-20210529-000300,4001,Revenue,0.0,2736.65,USD
2021-05-29,TXN-20210529-000300,2200,Sales Tax Payable,0.0,225.77,USD
2021-05-29,TXN-20210529-000300,5000,Cost of Goods Sold,1684.01,0.0,USD
2021-05-29,TXN-20210529-000300,1200,Inventory,0.0,1684.01,USD
2021-05-29,TXN-20210529-000300,1200,Inventory,1211.3,0.0,USD
2021-05-29,TXN-20210529-000300,1010,Cash,0.0,1211.3,USD
2021-05-30,TXN-20210530-000300,1010,Cash,1425.36,0.0,USD
2021-05-30,TXN-20210530-000301,4001,Revenue,0.0,1316.73,USD
2021-05-30,TXN-20210530-000301,2200,Sales Tax Payable,0.0,108.63,USD
2021-05-30,TXN-20210530-000301,5000,Cost of Goods Sold,789.25,0.0,USD
2021-05-30,TXN-20210530-000301,1200,Inventory,0.0,789.25,USD
2021-05-30,TXN-20210530-000301,1010,Cash,2156.78,0.0,USD
2021-05-30,TXN-20210530-000301,4001,Revenue,0.0,1992.41,USD
2021-05-30,TXN-20210530-000301,2200,Sales Tax Payable,0.0,164.37,USD
2021-05-30,TXN-20210530-000301,5000,Cost of Goods Sold,1056.99,0.0,USD
2021-05-30,TXN-20210530-000301,1200,Inventory,0.0,1056.99,USD
2021-05-31,TXN-20210531-000301,1010,Cash,742.54,0.0,USD
2021-05-31,TXN-20210531-000302,4001,Revenue,0.0,685.95,USD
2021-05-31,TXN-20210531-000302,2200,Sales Tax Payable,0.0,56.59,USD
2021-05-31,TXN-20210531-000302,5000,Cost of Goods Sold,378.19,0.0,USD
2021-05-31,TXN-20210531-000302,1200,Inventory,0.0,378.19,USD
2021-05-31,TXN-20210531-000302,1010,Cash,1500.27,0.0,USD
2021-05-31,TXN-20210531-000302,4001,Revenue,0.0,1385.93,USD
2021-05-31,TXN-20210531-000302,2200,Sales Tax Payable,0.0,114.34,USD
2021-05-31,TXN-20210531-000302,5000,Cost of Goods Sold,837.24,0.0,USD
2021-05-31,TXN-20210531-000302,1200,Inventory,0.0,837.24,USD
2021-06-03,TXN-20210603-000302,1010,Cash,852.44,0.0,USD
2021-06-03,TXN-20210603-000303,4001,Revenue,0.0,787.47,USD
2021-06-03,TXN-20210603-000303,2200,Sales Tax Payable,0.0,64.97,USD
2021-06-03,TXN-20210603-000303,5000,Cost of Goods Sold,480.57,0.0,USD
2021-06-03,TXN-20210603-000303,1200,Inventory,0.0,480.57,USD
2021-06-03,TXN-20210603-000303,1010,Cash,478.18,0.0,USD
2021-06-03,TXN-20210603-000303,1100,Accounts Receivable,0.0,478.18,USD
2021-06-04,TXN-20210604-000303,1010,Cash,1364.65,0.0,USD
2021-06-04,TXN-20210604-000303,4001,Revenue,0.0,1260.65,USD
2021-06-04,TXN-20210604-000303,2200,Sales Tax Payable,0.0,104.0,USD
2021-06-04,TXN-20210604-000303,5000,Cost of Goods Sold,739.12,0.0,USD
